20999.126498;24663.887331;1343944.909100;
22408.598800;26396.669113;717585.392500;
24158.392808;28555.121275;523419.519600;
26170.429141;30866.036715;422724.219900;
29031.020778;34280.208894;378602.394600;
30627.563320;36165.432939;332308.699600;
32350.240584;38400.698167;303877.950400;
35123.570355;41729.112979;300256.964300;
