21025.963606;21504.955145;336415.851500;
21742.313913;22240.150047;174114.040200;
22511.933319;23026.336708;135494.282000;
23515.586394;24060.328070;109546.904600;
24880.305594;25418.620538;96957.197600;
25956.146594;26328.918746;86323.320200;
26937.407506;27000.408504;79954.356000;
28155.790819;27911.714362;76869.443600;
